"Private_School_Name","State_Name_Latest","State_Name_2019_20","STATE_not_geo_file","STATE","Private_School_Name_2019_20","PPIN","Total_Students_Private_2019_20","Black_Students_Private_2019_20","Hispanic_Students_Private_2019_20","Native_Students_Private_2019_20","Hawaiian_Students_Private_2019_20","Asian_Students_Private_2019_20","White_Students_Private_2019_20","prop_black","prop_hispanic","prop_native","prop_hawaiian","prop_asian","prop_white","FTE_Teachers_Private_2019_20","LOCALE","urbanicity_geo_data","LAT","LON","urbanicity"
"HOLY FAMILY CATHOLIC SCHOOL","IDAHO","IDAHO","ID","ID","HOLY FAMILY CATHOLIC SCHOOL","A9701362",242,1,18,1,2,4,178,0.47,8.53,0.47,0.95,1.9,84.36,11.6,"13","city",47.7222,-116.828231,"city"
"DISCOVERY CHRISTIAN DAYSCHOOL","IDAHO","IDAHO","ID","ID","DISCOVERY CHRISTIAN DAYSCHOOL","K9302003",57,0,0,0,0,0,6,0,0,0,0,0,100,1,"13","city",47.67577,-116.784761,"city"
"NOAH'S ARK LEARNING CENTER","IDAHO","IDAHO","ID","ID","NOAH'S ARK LEARNING CENTER","K9302004",74,0,2,0,0,0,16,0,11.11,0,0,0,88.89,3,"13","city",47.70481,-116.766151,"city"
"PALOUSE HILLS CHRISTIAN SCHOOL","IDAHO","IDAHO","ID","ID","PALOUSE HILLS CHRISTIAN SCHOOL","00331327",13,0,1,0,0,0,12,0,7.69,0,0,0,92.31,2,"32","town",46.72011,-116.962421,"town"
"WILD ROSE CHRISTIAN SCHOOL","IDAHO","IDAHO","ID","ID","WILD ROSE CHRISTIAN SCHOOL","A1901619",36,0,0,0,0,0,36,0,0,0,0,0,100,3,"42","rural",46.87959,-116.998051,"rural"
NA,NA,NA,NA,"ID",NA,"A2392093",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32","town",46.72764,-116.965256,"town"
"ST MARYS PARISH SCHOOL","IDAHO","IDAHO","ID","ID","ST MARYS PARISH SCHOOL","K9302006",107,1,1,2,0,3,72,1.27,1.27,2.53,0,3.8,91.14,9.6,"32","town",46.736899,-116.990708,"town"
NA,NA,NA,NA,"ID",NA,"00331451",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43","rural",45.18444,-113.904899,"rural"
NA,NA,NA,NA,"ID",NA,"A2392091",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32","town",43.821234,-111.797294,"town"
"ST NICHOLAS CATHOLIC SCHOOL","IDAHO","IDAHO","ID","ID","ST NICHOLAS CATHOLIC SCHOOL","00331054",162,0,53,0,0,0,68,0,43.8,0,0,0,56.2,7,"33","town",42.620246,-113.674776,"town"
"ALL SAINTS CATHOLIC SCHOOL","IDAHO","IDAHO","ID","ID","ALL SAINTS CATHOLIC SCHOOL","00330946",182,3,0,1,0,3,150,1.89,0,0.63,0,1.89,94.34,11,"13","city",46.381867,-116.961677,"city"
"NORTHWEST CHILDRENS HOME EDUC CENTER","IDAHO","IDAHO","ID","ID","NORTHWEST CHILDRENS HOME EDUC CENTER","02023423",27,0,1,2,0,0,23,0,3.7,7.41,0,0,85.19,2,"13","city",46.414944,-117.016354,"city"
NA,NA,NA,NA,"ID",NA,"A2301085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","city",46.41105,-117.014378,"city"
"CORNERSTONE CHRISTIAN SCHOOL","IDAHO","IDAHO","ID","ID","CORNERSTONE CHRISTIAN SCHOOL","A9701356",115,2,2,1,0,2,107,1.74,1.74,0.87,0,1.74,93.04,11,"13","city",46.402486,-117.021131,"city"
"CHILDREN HOUSE MONTESSORI","IDAHO","IDAHO","ID","ID","CHILDREN HOUSE MONTESSORI","BB180911",67,1,2,0,0,3,12,2.22,4.44,0,0,6.67,26.67,3,"13","city",46.42023,-117.026524,"city"
"WONDER WORLD LEARNING CENTER","IDAHO","IDAHO","ID","ID","WONDER WORLD LEARNING CENTER","BB180914",86,0,0,0,0,0,7,0,0,0,0,0,100,0.6,"13","city",46.376499,-116.949564,"city"
"RIVER OF LIFE CHRISTIAN SCHOOL","IDAHO","IDAHO","ID","ID","RIVER OF LIFE CHRISTIAN SCHOOL","00331101",60,3,7,0,0,0,37,5.66,13.21,0,0,0,69.81,8.4,"32","town",44.0924,-116.934661,"town"
"TREASURE VALLEY SEVENTH-DAY ADVENTIST SCHOOL","IDAHO","IDAHO","ID","ID","TREASURE VALLEY SEVENTH-DAY ADVENTIST SCHOOL","A1901614",11,0,5,0,0,0,6,0,45.45,0,0,0,54.55,1,"32","town",44.070897,-116.932057,"town"
"SILVER VALLEY CHRISTIAN ACADEMY","IDAHO","IDAHO","ID","ID","SILVER VALLEY CHRISTIAN ACADEMY","A1301242",22,0,1,0,0,0,17,0,5.56,0,0,0,94.44,3,"43","rural",47.543811,-116.128416,"rural"
NA,NA,NA,NA,"ID",NA,"A0509060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43","rural",43.70142,-111.111881,"rural"
"IMMANUEL LUTHERAN SCHOOL","IDAHO","IDAHO","ID","ID","IMMANUEL LUTHERAN SCHOOL","00331145",198,1,5,0,0,2,122,0.75,3.76,0,0,1.5,91.73,13.6,"13","city",42.570985,-114.444333,"city"
"CLOVER TRINITY LUTHERAN SCHOOL","IDAHO","IDAHO","ID","ID","CLOVER TRINITY LUTHERAN SCHOOL","00331189",35,0,3,0,0,0,23,0,11.54,0,0,0,88.46,3.9,"42","rural",42.513457,-114.686985,"rural"
"ST EDWARDS CATHOLIC SCHOOL","IDAHO","IDAHO","ID","ID","ST EDWARDS CATHOLIC SCHOOL","02190541",149,0,27,0,1,5,80,0,23.89,0,0.88,4.42,70.8,7.3,"13","city",42.558832,-114.464559,"city"
"ACORN LEARNING CENTER","IDAHO","IDAHO","ID","ID","ACORN LEARNING CENTER","A1701400",49,0,1,0,0,0,26,0,3.45,0,0,0,89.66,2.3,"13","city",42.553854,-114.441739,"city"
NA,NA,NA,NA,"ID",NA,"A1901595",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","rural",42.59418,-114.830471,"rural"
"LIGHTHOUSE CHRISTIAN SCHOOL","IDAHO","IDAHO","ID","ID","LIGHTHOUSE CHRISTIAN SCHOOL","A9701364",344,7,14,3,2,6,253,2.42,4.84,1.04,0.69,2.08,87.54,19.8,"13","city",42.56043,-114.439321,"city"
"CLEAR LAKES CHRISTIAN ACADEMY","IDAHO","IDAHO","ID","ID","CLEAR LAKES CHRISTIAN ACADEMY","BB180920",27,0,7,0,0,0,15,0,26.92,0,0,0,57.69,2.9,"42","rural",42.606823,-114.751851,"rural"
"THE NORTH FORK SCHOOL","IDAHO","IDAHO","ID","ID","THE NORTH FORK SCHOOL","A0103734",14,0,0,0,0,1,13,0,0,0,0,7.14,92.86,3.8,"33","town",44.9157,-116.086701,"town"
"ALZAR SCHOOL","IDAHO","IDAHO","ID","ID","ALZAR SCHOOL","A1301222",34,2,3,0,0,4,24,5.88,8.82,0,0,11.76,70.59,9,"43","rural",44.489973,-116.013456,"rural"
"TRUE VINE CHRISTIAN SCHOOL","IDAHO","IDAHO","ID","ID","TRUE VINE CHRISTIAN SCHOOL","A1901616",6,0,0,0,0,3,3,0,0,0,0,50,50,1,"33","town",44.24599,-116.956121,"town"
"BLESSED SACRAMENT CATHOLIC SCHOOL","ILLINOIS","ILLINOIS","IL","IL","BLESSED SACRAMENT CATHOLIC SCHOOL","00348465",226,2,3,0,1,0,184,1.04,1.55,0,0.52,0,95.34,14.3,"33","town",39.91773,-91.404111,"town"
"ST DOMINIC ELEMENTARY SCHOOL","ILLINOIS","ILLINOIS","IL","IL","ST DOMINIC ELEMENTARY SCHOOL","00349061",161,3,1,1,0,0,127,2.17,0.72,0.72,0,0,92.03,11,"33","town",39.93936,-91.350021,"town"
"ST PETER SCHOOL","ILLINOIS","ILLINOIS","IL","IL","ST PETER SCHOOL","00349083",430,5,7,0,0,2,331,1.38,1.93,0,0,0.55,91.44,24,"33","town",39.93088,-91.374911,"town"
"ST JAMES LUTHERAN SCHOOL","ILLINOIS","ILLINOIS","IL","IL","ST JAMES LUTHERAN SCHOOL","00350689",135,4,0,0,0,1,88,4.21,0,0,0,1.05,92.63,8.3,"33","town",39.92052,-91.388971,"town"
NA,NA,NA,NA,"IL",NA,"00352493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","town",39.92943,-91.375591,"town"
"TRANSITIONS SCHOOL","ILLINOIS","ILLINOIS","IL","IL","TRANSITIONS SCHOOL","00353566",21,2,0,0,0,0,17,9.52,0,0,0,0,80.95,5,"33","town",39.932998,-91.404334,"town"
NA,NA,NA,NA,"IL",NA,"A2101679",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","town",39.938958,-91.387733,"town"
"IMMANUEL LUTHERAN SCHOOL","ILLINOIS","ILLINOIS","IL","IL","IMMANUEL LUTHERAN SCHOOL","00351296",217,2,6,0,0,0,144,1.14,3.43,0,0,0,82.29,11.4,"21","suburban",42.24944,-88.824091,"suburban"
"ST MARY ELEMENTARY SCHOOL","ILLINOIS","ILLINOIS","IL","IL","ST MARY ELEMENTARY SCHOOL","00349006",79,1,0,0,0,1,56,1.69,0,0,0,1.69,94.92,7.3,"43","rural",39.989583,-90.7712,"rural"
"ST BEDE ACADEMY","ILLINOIS","ILLINOIS","IL","IL","ST BEDE ACADEMY","00347166",287,2,25,0,0,35,214,0.7,8.71,0,0,12.2,74.56,23.3,"41","rural",41.322585,-89.166827,"rural"
"FAIRFIELD AMISH MENNONITE SCHOOL","ILLINOIS","ILLINOIS","IL","IL","FAIRFIELD AMISH MENNONITE SCHOOL","A9102393",91,0,0,0,0,3,88,0,0,0,0,3.3,96.7,5.4,"43","rural",41.575837,-89.783995,"rural"
"ST NORBERT SCHOOL","ILLINOIS","ILLINOIS","IL","IL","ST NORBERT SCHOOL","00348341",67,0,0,0,0,0,49,0,0,0,0,0,100,4,"42","rural",39.157484,-90.620395,"rural"
"ST MARY ELEMENTARY SCHOOL","ILLINOIS","ILLINOIS","IL","IL","ST MARY ELEMENTARY SCHOOL","00348691",58,0,0,0,0,0,46,0,0,0,0,0,100,5,"42","rural",38.948952,-90.588487,"rural"
"TRINITY LUTHERAN SCHOOL","ILLINOIS","ILLINOIS","IL","IL","TRINITY LUTHERAN SCHOOL","00352008",42,0,1,0,0,0,23,0,4.17,0,0,0,95.83,5.3,"42","rural",39.877744,-90.371045,"rural"
"BEARDSTOWN CHRISTIAN ACADEMY","ILLINOIS","ILLINOIS","IL","IL","BEARDSTOWN CHRISTIAN ACADEMY","A9102328",123,87,13,0,0,5,2,79.82,11.93,0,0,4.59,1.83,12.1,"33","town",40.004095,-90.431544,"town"
"HOLY CROSS ELEMENTARY SCHOOL","ILLINOIS","ILLINOIS","IL","IL","HOLY CROSS ELEMENTARY SCHOOL","00346901",243,12,18,0,0,6,148,6.09,9.14,0,0,3.05,75.13,16,"13","city",40.114675,-88.249617,"city"
"ST MALACHY SCHOOL","ILLINOIS","ILLINOIS","IL","IL","ST MALACHY SCHOOL","00347144",145,5,23,0,0,0,78,4.39,20.18,0,0,0,68.42,10.5,"31","town",40.31269,-88.153952,"town"
"ST THOMAS CATHOLIC SCHOOL","ILLINOIS","ILLINOIS","IL","IL","ST THOMAS CATHOLIC SCHOOL","00347155",163,1,0,0,0,2,115,0.82,0,0,0,1.64,94.26,13.3,"41","rural",40.0056,-88.153701,"rural"
NA,NA,NA,NA,"IL",NA,"02023536",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","city",40.12497,-88.257201,"city"
"ST JOHN LUTHERAN SCHOOL","ILLINOIS","ILLINOIS","IL","IL","ST JOHN LUTHERAN SCHOOL","02023547",67,5,10,0,0,4,28,10.2,20.41,0,0,8.16,57.14,6.6,"13","city",40.11065,-88.277291,"city"
"NEXT GENERATION SCHOOL","ILLINOIS","ILLINOIS","IL","IL","NEXT GENERATION SCHOOL","A0103139",569,15,93,0,0,93,78,4.7,29.15,0,0,29.15,24.45,35.6,"13","city",40.082467,-88.264303,"city"
"THE HIGH SCHOOL OF SAINT THOMAS MORE","ILLINOIS","ILLINOIS","IL","IL","THE HIGH SCHOOL OF SAINT THOMAS MORE","A0103176",249,18,12,1,0,17,187,7.23,4.82,0.4,0,6.83,75.1,24.9,"13","city",40.16262,-88.280351,"city"
"PAVILION FOUNDATION SCHOOL","ILLINOIS","ILLINOIS","IL","IL","PAVILION FOUNDATION SCHOOL","A0301386",47,21,2,0,0,0,20,44.68,4.26,0,0,0,42.55,6,"13","city",40.11852,-88.257041,"city"
"CAMPUS MIDDLE SCHOOL FOR GIRLS","ILLINOIS","ILLINOIS","IL","IL","CAMPUS MIDDLE SCHOOL FOR GIRLS","A0509230",43,2,3,0,0,3,31,4.65,6.98,0,0,6.98,72.09,3.4,"13","city",40.11187,-88.198601,"city"
"CIRCLE ACADEMY","ILLINOIS","ILLINOIS","IL","IL","CIRCLE ACADEMY","A1100980",72,40,3,0,0,0,29,55.56,4.17,0,0,0,40.28,8,"13","city",40.124043,-88.204739,"city"
"ACADEMY HIGH","ILLINOIS","ILLINOIS","IL","IL","ACADEMY HIGH","A1901626",38,1,4,0,0,9,19,NA,NA,NA,NA,NA,NA,5,"13","city",40.091607,-88.251368,"city"
NA,NA,NA,NA,"IL",NA,"A2392096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","city",40.12677,-88.285541,"city"
NA,NA,NA,NA,"IL",NA,"A2392098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","suburban",40.134222,-88.178103,"suburban"
NA,NA,NA,NA,"IL",NA,"A2392101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","city",40.084326,-88.182387,"city"
"SWANN SPECIAL CARE CTR-ELEM/SECONDARY SCHOOL","ILLINOIS","ILLINOIS","IL","IL","SWANN SPECIAL CARE CTR-ELEM/SECONDARY SCHOOL","A9303031",15,4,2,0,0,1,7,26.67,13.33,0,0,6.67,46.67,4,"13","city",40.115691,-88.286706,"city"
"COUNTRYSIDE SCHOOL","ILLINOIS","ILLINOIS","IL","IL","COUNTRYSIDE SCHOOL","A9303035",152,9,12,1,0,49,63,5.92,7.89,0.66,0,32.24,41.45,14.8,"13","city",40.09787,-88.315951,"city"
"KINGSWOOD SCHOOL","ILLINOIS","ILLINOIS","IL","IL","KINGSWOOD SCHOOL","A9501657",6,2,0,0,0,0,4,33.33,0,0,0,0,66.67,3.6,"13","city",40.1341,-88.201791,"city"
"ST MATTHEW SCHOOL","ILLINOIS","ILLINOIS","IL","IL","ST MATTHEW SCHOOL","A9901801",402,14,17,0,0,15,308,3.74,4.55,0,0,4.01,82.35,23,"13","city",40.09576,-88.268454,"city"
"MONTESSORI SCHOOL OF CHAMPAIGN-URBANA","ILLINOIS","ILLINOIS","IL","IL","MONTESSORI SCHOOL OF CHAMPAIGN-URBANA","K9302238",142,5,5,0,0,11,41,8.06,8.06,0,0,17.74,66.13,20.6,"22","suburban",40.07236,-88.254021,"suburban"
"ST MARY SCHOOL","ILLINOIS","ILLINOIS","IL","IL","ST MARY SCHOOL","00348782",161,0,0,0,0,0,128,0,0,0,0,0,97.71,8.6,"32","town",39.545738,-89.295772,"town"
"FAITH BIBLE CHRISTIAN ACADEMY","ILLINOIS","ILLINOIS","IL","IL","FAITH BIBLE CHRISTIAN ACADEMY","02023591",79,1,0,0,0,4,61,1.45,0,0,0,5.8,88.41,7.1,"42","rural",39.382892,-89.161195,"rural"
"KEMMERER VILLAGE SCHOOL","ILLINOIS","ILLINOIS","IL","IL","KEMMERER VILLAGE SCHOOL","A9102445",18,4,1,0,0,0,13,22.22,5.56,0,0,0,72.22,6,"42","rural",39.48549,-89.063701,"rural"
"PANA CHRISTIAN ACADEMY","ILLINOIS","ILLINOIS","IL","IL","PANA CHRISTIAN ACADEMY","A9102513",26,0,0,0,0,0,26,0,0,0,0,0,100,2.9,"32","town",39.39386,-89.090881,"town"
"VISIONWAY","ILLINOIS","ILLINOIS","IL","IL","VISIONWAY","K9500246",216,0,0,0,0,5,164,0,0,0,0,2.96,97.04,9.9,"32","town",39.56129,-89.296991,"town"
"MATER DEI HIGH SCHOOL","ILLINOIS","ILLINOIS","IL","IL","MATER DEI HIGH SCHOOL","00345635",390,1,2,0,0,16,371,0.26,0.51,0,0,4.1,95.13,26.4,"32","town",38.61673,-89.533321,"town"
"TRINITY LUTHERAN SCHOOL","ILLINOIS","ILLINOIS","IL","IL","TRINITY LUTHERAN SCHOOL","00350226",75,3,1,0,0,0,57,4.69,1.56,0,0,0,89.06,5.4,"42","rural",38.548133,-89.264124,"rural"
"CHRIST OUR ROCK LUTHERAN HIGH SCHOOL","ILLINOIS","ILLINOIS","IL","IL","CHRIST OUR ROCK LUTHERAN HIGH SCHOOL","A0501535",120,2,5,1,0,3,107,1.67,4.17,0.83,0,2.5,89.17,9.9,"41","rural",38.55932,-89.200231,"rural"
"ALL SAINTS ACADEMY","ILLINOIS","ILLINOIS","IL","IL","ALL SAINTS ACADEMY","A9102306",310,0,126,0,0,1,123,0,50.2,0,0,0.4,49,23.8,"32","town",38.609677,-89.529162,"town"
"ST JOHNS LUTHERAN SCHOOL","ILLINOIS","ILLINOIS","IL","IL","ST JOHNS LUTHERAN SCHOOL","A1901838",289,5,10,0,0,2,208,2.17,4.35,0,0,0.87,90.43,20.5,"32","town",39.48295,-88.354121,"town"
"LITTLE CREEK SCHOOL","ILLINOIS","ILLINOIS","IL","IL","LITTLE CREEK SCHOOL","A9102460",25,0,0,0,0,0,25,0,0,0,0,0,100,2,"42","rural",39.607696,-88.412864,"rural"
NA,NA,NA,NA,"IL",NA,"A9300337",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32","town",39.48295,-88.354121,"town"
NA,NA,NA,NA,"IL",NA,"00339676",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","city",42.008343,-87.778061,"city"
"HOLY TRINITY HIGH SCHOOL","ILLINOIS","ILLINOIS","IL","IL","HOLY TRINITY HIGH SCHOOL","00339712",319,94,172,0,0,27,19,29.47,53.92,0,0,8.46,5.96,26.8,"11","city",41.903079,-87.664488,"city"
"ACADEMY OF ST BENEDICT THE AFRICAN","ILLINOIS","ILLINOIS","IL","IL","ACADEMY OF ST BENEDICT THE AFRICAN","00339778",234,194,0,0,0,0,0,99.49,0,0,0,0,0,10.5,"11","city",41.784022,-87.662584,"city"
"ST RICHARD ELEMENTARY SCHOOL","ILLINOIS","ILLINOIS","IL","IL","ST RICHARD ELEMENTARY SCHOOL","00339803",224,2,149,0,2,1,11,1.06,79.26,0,1.06,0.53,5.85,13.9,"11","city",41.801513,-87.73418,"city"
"ST RITA OF CASCIA HIGH SCHOOL","ILLINOIS","ILLINOIS","IL","IL","ST RITA OF CASCIA HIGH SCHOOL","00339825",560,96,114,0,2,3,338,17.14,20.36,0,0.36,0.54,60.36,37,"11","city",41.75248,-87.684686,"city"
"ST ROBERT BELLARMINE SCHOOL","ILLINOIS","ILLINOIS","IL","IL","ST ROBERT BELLARMINE SCHOOL","00339836",282,0,10,0,0,13,181,0,3.97,0,0,5.16,71.83,14.6,"11","city",41.965142,-87.778135,"city"
"ST SABINA ACADEMY","ILLINOIS","ILLINOIS","IL","IL","ST SABINA ACADEMY","00339858",226,204,0,0,0,0,0,99.03,0,0,0,0,0,9.8,"11","city",41.752016,-87.654984,"city"
NA,NA,NA,NA,"IL",NA,"00339949",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","city",41.780335,-87.770863,"city"
NA,NA,NA,NA,"IL",NA,"00339982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","city",41.795999,-87.596147,"city"
"ST VIATOR ELEMENTARY SCHOOL","ILLINOIS","ILLINOIS","IL","IL","ST VIATOR ELEMENTARY SCHOOL","00340116",335,5,67,0,0,14,134,1.89,25.28,0,0,5.28,50.57,12,"11","city",41.946795,-87.730969,"city"
"ST WALTER SCHOOL","ILLINOIS","ILLINOIS","IL","IL","ST WALTER SCHOOL","00340171",107,47,14,0,0,0,20,50.54,15.05,0,0,0,21.51,9.9,"11","city",41.68006,-87.680241,"city"
"MARIAN CATHOLIC HIGH SCHOOL","ILLINOIS","ILLINOIS","IL","IL","MARIAN CATHOLIC HIGH SCHOOL","00340295",1000,550,150,0,0,20,275,55,15,0,0,2,27.5,68,"21","suburban",41.519393,-87.656695,"suburban"
NA,NA,NA,NA,"IL",NA,"00340386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","suburban",41.826138,-87.767183,"suburban"
NA,NA,NA,NA,"IL",NA,"00340499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","city",42.06291,-87.694291,"city"
NA,NA,NA,NA,"IL",NA,"00340513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","suburban",41.719108,-87.713403,"suburban"
"QUEEN OF MARTYRS ELEMENTARY SCHOOL","ILLINOIS","ILLINOIS","IL","IL","QUEEN OF MARTYRS ELEMENTARY SCHOOL","00340524",243,22,35,1,0,2,128,11.17,17.77,0.51,0,1.02,64.97,12.9,"21","suburban",41.706438,-87.710101,"suburban"
"INFANT JESUS OF PRAGUE SCHOOL","ILLINOIS","ILLINOIS","IL","IL","INFANT JESUS OF PRAGUE SCHOOL","00340546",262,139,20,0,0,8,49,59.4,8.55,0,0,3.42,20.94,17.6,"21","suburban",41.5421,-87.683121,"suburban"
"ST PIUS V SCHOOL","ILLINOIS","ILLINOIS","IL","IL","ST PIUS V SCHOOL","00340604",144,0,116,0,0,1,2,0,88.55,0,0,0.76,1.53,9,"11","city",41.855319,-87.665759,"city"
NA,NA,NA,NA,"IL",NA,"00340626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","city",41.764841,-87.573244,"city"
NA,NA,NA,NA,"IL",NA,"00340681",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","city",41.952572,-87.780739,"city"
"ST MATTHIAS SCHOOL","ILLINOIS","ILLINOIS","IL","IL","ST MATTHIAS SCHOOL","00340783",297,15,66,0,0,15,137,6.17,27.16,0,0,6.17,56.38,22,"11","city",41.9708,-87.688211,"city"
"ST MARY STAR OF THE SEA SCHOOL","ILLINOIS","ILLINOIS","IL","IL","ST MARY STAR OF THE SEA SCHOOL","00340808",226,3,190,1,2,1,4,1.49,94.53,0.5,1,0.5,1.99,14.6,"11","city",41.775962,-87.73395,"city"
"ST JOHN FISHER ELEMENTARY SCHOOL","ILLINOIS","ILLINOIS","IL","IL","ST JOHN FISHER ELEMENTARY SCHOOL","00340943",630,9,23,0,0,1,515,1.63,4.17,0,0,0.18,93.3,30.5,"11","city",41.70797,-87.689431,"city"
"ST JOSAPHAT SCHOOL","ILLINOIS","ILLINOIS","IL","IL","ST JOSAPHAT SCHOOL","00340965",378,1,0,5,0,3,282,0.32,0,1.6,0,0.96,90.1,25.6,"11","city",41.923263,-87.662855,"city"
"ST JULIANA SCHOOL","ILLINOIS","ILLINOIS","IL","IL","ST JULIANA SCHOOL","00341007",467,0,38,1,1,2,343,0,9.72,0.26,0.26,0.51,87.72,23.9,"11","city",42.011825,-87.812104,"city"
"ST MALACHY ELEMENTARY SCHOOL","ILLINOIS","ILLINOIS","IL","IL","ST MALACHY ELEMENTARY SCHOOL","00341073",224,175,6,0,0,0,0,95.63,3.28,0,0,0,0,11.8,"11","city",41.883339,-87.683749,"city"
"DIVINE PROVIDENCE SCHOOL","ILLINOIS","ILLINOIS","IL","IL","DIVINE PROVIDENCE SCHOOL","00341153",249,27,41,0,0,6,121,13.43,20.4,0,0,2.99,60.2,12,"21","suburban",41.842161,-87.892007,"suburban"
"ST JOHN OF THE CROSS PARISH SCHOOL","ILLINOIS","ILLINOIS","IL","IL","ST JOHN OF THE CROSS PARISH SCHOOL","00341186",621,2,48,0,0,8,475,0.37,8.78,0,0,1.46,86.84,38.1,"21","suburban",41.79733,-87.897651,"suburban"
NA,NA,NA,NA,"IL",NA,"00341211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","suburban",42.08361,-87.760501,"suburban"
"REGINA DOMINICAN HIGH SCHOOL","ILLINOIS","ILLINOIS","IL","IL","REGINA DOMINICAN HIGH SCHOOL","00341222",249,10,29,0,0,38,172,4.02,11.65,0,0,15.26,69.08,30.5,"21","suburban",42.07526,-87.744511,"suburban"
"ST FRANCIS XAVIER SCHOOL","ILLINOIS","ILLINOIS","IL","IL","ST FRANCIS XAVIER SCHOOL","00341233",564,1,14,0,0,8,447,0.21,2.91,0,0,1.66,92.93,42.3,"21","suburban",42.07424,-87.700441,"suburban"
"THE SCHOOL OF SAINTS FAITH HOPE & CHARITY","ILLINOIS","ILLINOIS","IL","IL","THE SCHOOL OF SAINTS FAITH HOPE & CHARITY","00341255",249,0,3,0,0,0,246,0,1.2,0,0,0,98.8,30.5,"21","suburban",42.09641,-87.732531,"suburban"
"ANNUNCIATA SCHOOL","ILLINOIS","ILLINOIS","IL","IL","ANNUNCIATA SCHOOL","00341277",166,2,136,0,0,1,10,1.34,91.28,0,0,0.67,6.71,9,"11","city",41.692312,-87.531912,"city"
"ST JOHN DE LA SALLE CATHOLIC ACADEMY","ILLINOIS","ILLINOIS","IL","IL","ST JOHN DE LA SALLE CATHOLIC ACADEMY","00341299",119,101,0,0,0,0,0,98.06,0,0,0,0,0,7.1,"11","city",41.708908,-87.612891,"city"
"ST JEROME SCHOOL","ILLINOIS","ILLINOIS","IL","IL","ST JEROME SCHOOL","00341346",148,1,71,0,0,5,42,0.8,56.8,0,0,4,33.6,12.9,"11","city",41.842406,-87.63387,"city"
NA,NA,NA,NA,"IL",NA,"00341368",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","city",41.710512,-87.534957,"city"
"NORTHSIDE CATHOLIC ACADEMY","ILLINOIS","ILLINOIS","IL","IL","NORTHSIDE CATHOLIC ACADEMY","00341379",439,41,12,1,0,23,234,11.42,3.34,0.28,0,6.41,65.18,40.6,"11","city",41.995269,-87.665468,"city"
NA,NA,NA,NA,"IL",NA,"00341492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","city",41.925436,-87.748519,"city"
"ST GALL ELEMENTARY SCHOOL","ILLINOIS","ILLINOIS","IL","IL","ST GALL ELEMENTARY SCHOOL","00341506",218,1,189,0,0,0,1,0.52,98.95,0,0,0,0.52,13.4,"11","city",41.792929,-87.704454,"city"
"ST GABRIEL ELEMENTARY SCHOOL","ILLINOIS","ILLINOIS","IL","IL","ST GABRIEL ELEMENTARY SCHOOL","00341517",178,9,27,1,0,0,107,5.7,17.09,0.63,0,0,67.72,12,"11","city",41.812441,-87.641132,"city"
"ST HILARY SCHOOL","ILLINOIS","ILLINOIS","IL","IL","ST HILARY SCHOOL","00341594",182,3,45,0,1,60,30,1.88,28.13,0,0.63,37.5,18.75,9,"11","city",41.983759,-87.698475,"city"
"ST CHRISTOPHER SCHOOL","ILLINOIS","ILLINOIS","IL","IL","ST CHRISTOPHER SCHOOL","00341685",197,47,70,1,0,0,39,26.4,39.33,0.56,0,0,21.91,12.5,"21","suburban",41.62702,-87.722163,"suburban"
